CUADRANTE,MUNICIPIO,SECTOR,HOMICIDIO DOLOSO,LESIONES POR ARMA DE FUEGO,ROBO A BORDO DE METRO C.V.,ROBO A BORDO DE METRO S.V.,ROBO A BORDO DE MICROBUS C.V.,ROBO A BORDO DE MICROBUS S.V.,ROBO A BORDO DE TAXI C.V.,ROBO A CASA HABITACION C.V.,ROBO A CUENTAHABIENTE C.V.,ROBO A NEGOCIO C.V.,ROBO A REPARTIDOR C.V.,ROBO A REPARTIDOR S.V.,ROBO A TRANSEUNTE C.V.,ROBO A TRANSEUNTE S.V.,ROBO A TRANSPORTISTA C.V.,ROBO A TRANSPORTISTA S.V.,ROBO DE VEHICULO AUTOMOTOR C.V.,ROBO DE VEHICULO AUTOMOTOR S.V.,SECUESTRO,VIOLACION,LATITUDE,LONGITUDE
O-3.6.9,CUAUHTEMOC,BUENAVISTA,0,0,0,0,0,0,1,1,0,2,0,0,1,3,1,3,1,2,0,1,19.455697207585924,-99.16362616386418
O-3.6.9,CUAUHTEMOC,CORREDOR-CENTRO,0,0,0,15,0,1,0,0,0,7,0,0,25,36,25,36,0,0,0,1,19.43872710348455,-99.13547106511865
O-3.6.9,CUAUHTEMOC,CORREDOR-CENTRO,0,0,0,15,0,0,0,0,0,1,0,7,6,32,6,32,2,1,0,1,19.43872710348455,-99.13547106511865
O-3.6.9,CUAUHTEMOC,CORREDOR-CENTRO,2,2,0,3,0,0,0,0,1,1,1,0,12,9,12,9,0,1,0,6,19.43872710348455,-99.13547106511865
O-3.6.9,CUAUHTEMOC,CORREDOR-CENTRO,2,0,0,3,0,0,0,1,0,4,1,0,22,9,22,9,0,4,0,0,19.43872710348455,-99.13547106511865
O-3.6.9,CUAUHTEMOC,MIXCALCO-HERALDO,1,0,0,1,0,0,1,0,0,3,1,0,12,16,12,16,1,0,0,3,19.443115242512768,-99.12877200926594
O-3.6.9,CUAUHTEMOC,MIXCALCO-HERALDO,0,0,0,1,0,0,0,0,0,0,0,0,4,7,4,7,0,0,1,1,19.443115242512768,-99.12877200926594
O-3.6.9,CUAUHTEMOC,MIXCALCO-HERALDO,1,3,0,0,0,0,0,1,0,2,0,1,12,8,12,8,0,0,0,1,19.443115242512768,-99.12877200926594
O-3.6.9,CUAUHTEMOC,MIXCALCO-HERALDO,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,1,0,3,0,0,19.443115242512768,-99.12877200926594
O-3.6.9,CUAUHTEMOC,MIXCALCO-HERALDO,0,1,0,0,0,0,1,0,0,2,1,7,21,19,21,19,1,1,0,0,19.443115242512768,-99.12877200926594
O-3.6.9,CUAUHTEMOC,MIXCALCO-HERALDO,0,1,0,0,0,0,1,0,0,1,0,0,22,15,22,15,0,1,0,0,19.443115242512768,-99.12877200926594
O-3.6.9,CUAUHTEMOC,MIXCALCO-HERALDO,0,1,0,43,0,0,1,0,0,1,3,6,29,17,29,17,0,0,0,3,19.443115242512768,-99.12877200926594
O-3.6.9,CUAUHTEMOC,MIXCALCO-HERALDO,0,0,0,9,0,0,0,0,0,1,0,1,9,5,9,5,0,2,0,0,19.443115242512768,-99.12877200926594
O-3.6.9,CUAUHTEMOC,MORELOS,0,0,0,0,0,0,0,0,0,0,1,1,9,4,9,4,1,1,1,2,19.451755208021485,-99.12483797400685
O-3.6.9,CUAUHTEMOC,MORELOS,6,2,0,0,0,1,0,1,0,0,1,1,6,0,6,0,1,3,0,2,19.451755208021485,-99.12483797400685
O-3.6.9,CUAUHTEMOC,MORELOS,0,0,0,1,0,0,0,0,0,0,0,0,4,2,4,2,1,1,0,4,19.451755208021485,-99.12483797400685
O-3.6.9,CUAUHTEMOC,MORELOS,7,0,0,1,0,0,1,0,0,0,0,0,17,4,17,4,0,0,0,1,19.451755208021485,-99.12483797400685
O-3.6.9,CUAUHTEMOC,MORELOS,5,1,0,0,0,0,0,0,1,0,1,0,4,2,4,2,3,2,0,2,19.451755208021485,-99.12483797400685
O-3.6.9,CUAUHTEMOC,REVOLUCION-ALAMEDA,1,0,1,36,0,1,1,0,1,0,0,2,21,13,21,13,1,1,0,0,19.441317163289053,-99.1595401259467
O-3.6.9,CUAUHTEMOC,REVOLUCION-ALAMEDA,1,0,0,8,0,0,0,0,1,0,0,2,9,2,9,2,0,2,0,3,19.441317163289053,-99.1595401259467
O-3.6.9,CUAUHTEMOC,REVOLUCION-ALAMEDA,0,0,1,39,0,0,0,0,0,0,0,0,11,4,11,4,3,0,0,0,19.441317163289053,-99.1595401259467
O-3.6.9,CUAUHTEMOC,REVOLUCION-ALAMEDA,0,0,0,1,0,0,0,0,0,0,0,0,7,4,7,4,1,3,0,1,19.441317163289053,-99.1595401259467
O-3.6.9,CUAUHTEMOC,REVOLUCION-ALAMEDA,1,0,0,4,0,0,0,0,0,1,0,0,20,22,20,22,0,2,0,1,19.441317163289053,-99.1595401259467
O-3.6.9,CUAUHTEMOC,REVOLUCION-ALAMEDA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,4,0,2,19.441317163289053,-99.1595401259467
O-3.6.9,CUAUHTEMOC,REVOLUCION-ALAMEDA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,2,19.441317163289053,-99.1595401259467
O-3.6.9,CUAUHTEMOC,REVOLUCION-ALAMEDA,1,0,0,0,0,0,0,0,0,1,0,0,3,1,3,1,0,1,0,0,19.441317163289053,-99.1595401259467
O-3.6.9,CUAUHTEMOC,REVOLUCION-ALAMEDA,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,2,0,1,19.441317163289053,-99.1595401259467
O-3.6.9,CUAUHTEMOC,REVOLUCION-ALAMEDA,0,0,0,0,1,0,0,0,0,1,0,1,8,4,8,4,0,2,0,3,19.441317163289053,-99.1595401259467
O-3.6.9,CUAUHTEMOC,REVOLUCION-ALAMEDA,2,0,0,12,0,0,0,0,0,0,1,1,14,6,14,6,2,4,0,5,19.441317163289053,-99.1595401259467
O-3.6.9,CUAUHTEMOC,REVOLUCION-ALAMEDA,0,0,0,10,0,0,0,1,0,0,0,0,5,8,5,8,0,3,0,1,19.441317163289053,-99.1595401259467
O-3.6.9,CUAUHTEMOC,REVOLUCION-ALAMEDA,0,0,0,0,0,0,1,0,0,0,1,0,4,0,4,0,0,6,0,1,19.441317163289053,-99.1595401259467
O-3.6.9,CUAUHTEMOC,REVOLUCION-ALAMEDA,1,0,0,3,0,0,0,0,0,0,0,0,4,0,4,0,2,0,0,2,19.441317163289053,-99.1595401259467
O-3.6.9,CUAUHTEMOC,REVOLUCION-ALAMEDA,0,1,1,16,0,0,0,0,0,1,0,0,9,5,9,5,0,2,0,1,19.441317163289053,-99.1595401259467
O-3.6.9,CUAUHTEMOC,ROMA,1,0,0,0,0,0,0,0,0,1,0,0,13,6,13,6,0,7,0,0,19.41713564091299,-99.16493080477474
O-3.6.9,CUAUHTEMOC,ROMA,1,1,0,0,0,0,0,0,0,3,2,0,3,7,3,7,0,7,0,3,19.41713564091299,-99.16493080477474
O-3.6.9,CUAUHTEMOC,ROMA,0,0,0,0,0,0,0,2,1,1,0,0,7,2,7,2,0,3,0,7,19.41713564091299,-99.16493080477474
O-3.6.9,CUAUHTEMOC,ROMA,0,0,1,10,0,0,0,0,1,3,0,0,11,4,11,4,0,2,0,4,19.41713564091299,-99.16493080477474
O-3.6.9,CUAUHTEMOC,ROMA,0,0,1,8,0,0,0,0,1,2,0,0,11,4,11,4,2,10,0,2,19.41713564091299,-99.16493080477474
O-3.6.9,CUAUHTEMOC,ROMA,0,0,0,0,0,0,1,0,0,0,0,0,6,2,6,2,0,2,0,0,19.41713564091299,-99.16493080477474
O-3.6.9,CUAUHTEMOC,ROMA,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,3,0,2,0,0,19.41713564091299,-99.16493080477474
O-3.6.9,CUAUHTEMOC,ROMA,0,0,0,2,0,0,2,0,0,1,0,0,4,3,4,3,0,3,0,3,19.41713564091299,-99.16493080477474
O-3.6.9,CUAUHTEMOC,ROMA,0,0,0,0,0,0,0,0,0,1,0,0,3,2,3,2,1,1,0,0,19.41713564091299,-99.16493080477474
O-3.6.9,CUAUHTEMOC,ROMA,0,1,0,1,0,0,1,1,0,2,0,0,5,3,5,3,0,4,0,2,19.41713564091299,-99.16493080477474
O-3.6.9,CUAUHTEMOC,ROMA,0,1,0,0,0,0,2,0,0,2,0,0,7,10,7,10,0,5,0,1,19.41713564091299,-99.16493080477474
O-3.6.9,CUAUHTEMOC,ROMA,0,0,0,0,0,0,0,0,0,4,0,0,3,1,3,1,0,6,0,1,19.41713564091299,-99.16493080477474
O-3.6.9,CUAUHTEMOC,ROMA,0,0,0,0,0,0,1,0,0,3,0,0,5,2,5,2,0,16,0,2,19.41713564091299,-99.16493080477474
O-3.6.9,CUAUHTEMOC,ROMA,0,0,0,0,0,1,4,0,0,3,0,1,7,13,7,13,0,6,0,0,19.41713564091299,-99.16493080477474
O-3.6.9,CUAUHTEMOC,ROMA,0,1,0,0,0,0,1,0,0,2,0,0,5,4,5,4,1,5,0,0,19.41713564091299,-99.16493080477474
O-3.6.9,CUAUHTEMOC,TLATELOLCO,2,0,0,0,0,0,1,0,1,0,0,0,5,2,5,2,0,2,0,2,19.459526073302534,-99.16246324163174
O-3.6.9,CUAUHTEMOC,TLATELOLCO,1,0,0,0,0,0,1,0,0,0,0,0,8,3,8,3,0,5,0,2,19.459526073302534,-99.16246324163174
O-3.6.9,CUAUHTEMOC,TLATELOLCO,0,0,0,5,0,0,0,0,0,2,0,0,10,1,10,1,0,5,0,0,19.459526073302534,-99.16246324163174
O-3.6.9,CUAUHTEMOC,TLATELOLCO,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0,5,0,2,19.459526073302534,-99.16246324163174
O-3.6.9,CUAUHTEMOC,TLATELOLCO,0,0,0,0,0,0,0,0,0,0,1,0,8,0,8,0,1,1,0,0,19.459526073302534,-99.16246324163174
O-3.6.9,CUAUHTEMOC,TLATELOLCO,0,1,0,0,0,1,0,0,0,0,0,0,3,2,3,2,1,0,0,2,19.459526073302534,-99.16246324163174
O-3.6.9,CUAUHTEMOC,TLATELOLCO,4,0,0,0,0,1,0,0,0,3,1,1,12,3,12,3,4,6,0,1,19.459526073302534,-99.16246324163174
O-3.6.9,CUAUHTEMOC,TLATELOLCO,1,0,0,0,0,0,0,1,0,0,1,0,7,0,7,0,0,6,0,0,19.459526073302534,-99.16246324163174
O-3.6.9,CUAUHTEMOC,TLATELOLCO,2,0,0,0,0,0,1,0,0,1,2,0,13,3,13,3,2,6,0,5,19.459526073302534,-99.16246324163174
O-3.6.9,CUAUHTEMOC,TLATELOLCO,1,1,0,0,1,0,0,0,1,1,0,0,7,0,7,0,2,4,0,1,19.459526073302534,-99.16246324163174
O-3.6.9,CUAUHTEMOC,TLATELOLCO,1,0,0,0,0,1,0,0,1,3,1,0,10,1,10,1,3,4,0,1,19.459526073302534,-99.16246324163174
O-3.6.9,CUAUHTEMOC,TLATELOLCO,3,0,0,0,0,1,0,0,0,2,0,0,7,3,7,3,2,5,0,5,19.459526073302534,-99.16246324163174
O-3.6.9,GUSTAVO A MADERO,ARAGON,4,3,0,0,0,0,1,0,0,8,6,1,20,5,20,5,4,9,0,3,19.471598578144704,-99.07074510275456
O-3.6.9,GUSTAVO A MADERO,ARAGON,3,0,0,0,0,0,0,2,2,1,3,0,19,0,19,0,1,2,0,1,19.471598578144704,-99.07074510275456
O-3.6.9,GUSTAVO A MADERO,ARAGON,0,0,0,0,1,0,1,1,0,6,2,0,8,1,8,1,4,4,0,1,19.471598578144704,-99.07074510275456
O-3.6.9,GUSTAVO A MADERO,ARAGON,1,0,0,5,0,0,0,0,0,2,1,0,14,1,14,1,2,4,0,0,19.471598578144704,-99.07074510275456
O-3.6.9,GUSTAVO A MADERO,ARAGON,2,0,0,0,0,0,0,0,0,3,1,0,18,2,18,2,1,4,0,0,19.471598578144704,-99.07074510275456
O-3.6.9,GUSTAVO A MADERO,ARAGON,1,0,0,1,0,1,0,3,1,3,0,0,10,0,10,0,7,4,0,1,19.471598578144704,-99.07074510275456
O-3.6.9,GUSTAVO A MADERO,ARAGON,1,0,0,3,1,0,0,1,0,1,1,1,14,2,14,2,2,5,0,3,19.471598578144704,-99.07074510275456
O-3.6.9,GUSTAVO A MADERO,ARAGON,1,1,0,7,2,0,0,0,0,1,0,1,6,1,6,1,6,3,0,2,19.471598578144704,-99.07074510275456
O-3.6.9,GUSTAVO A MADERO,ARAGON,2,2,1,0,0,0,0,1,0,7,2,1,19,4,19,4,3,24,0,1,19.471598578144704,-99.07074510275456
O-3.6.9,GUSTAVO A MADERO,CUAUTEPEC,1,0,0,0,1,0,0,0,0,0,0,0,5,0,5,0,1,1,0,2,19.57251916916351,-99.13555584170135
O-3.6.9,GUSTAVO A MADERO,CUAUTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,3,0,1,19.57251916916351,-99.13555584170135
O-3.6.9,GUSTAVO A MADERO,CUAUTEPEC,1,0,0,0,1,0,0,1,0,2,0,0,2,0,2,0,1,9,0,0,19.57251916916351,-99.13555584170135
O-3.6.9,GUSTAVO A MADERO,CUAUTEPEC,1,0,0,0,0,0,0,0,1,0,0,0,3,1,3,1,3,2,0,0,19.57251916916351,-99.13555584170135
O-3.6.9,GUSTAVO A MADERO,CUAUTEPEC,2,0,0,0,0,0,0,0,0,3,1,0,5,2,5,2,0,11,0,1,19.57251916916351,-99.13555584170135
O-3.6.9,GUSTAVO A MADERO,CUAUTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,11,2,0,1,19.57251916916351,-99.13555584170135
O-3.6.9,GUSTAVO A MADERO,CUAUTEPEC,0,1,0,0,0,0,0,2,0,1,0,0,5,0,5,0,10,4,0,1,19.57251916916351,-99.13555584170135
O-3.6.9,GUSTAVO A MADERO,CUAUTEPEC,2,1,0,0,0,0,0,0,0,4,2,0,6,1,6,1,4,12,0,9,19.57251916916351,-99.13555584170135
O-3.6.9,GUSTAVO A MADERO,CUAUTEPEC,1,0,0,0,1,0,1,0,0,1,2,0,6,2,6,2,1,10,0,1,19.57251916916351,-99.13555584170135
O-3.6.9,GUSTAVO A MADERO,CUAUTEPEC,7,0,0,0,0,0,0,1,0,1,1,0,10,2,10,2,14,8,0,4,19.57251916916351,-99.13555584170135
O-3.6.9,GUSTAVO A MADERO,CUAUTEPEC,7,1,0,1,0,0,0,2,0,0,0,0,1,0,1,0,7,1,0,3,19.57251916916351,-99.13555584170135
O-3.6.9,GUSTAVO A MADERO,CUAUTEPEC,2,0,0,0,0,0,0,0,0,2,1,1,5,0,5,0,1,7,0,1,19.57251916916351,-99.13555584170135
O-3.6.9,GUSTAVO A MADERO,CUAUTEPEC,4,1,0,0,1,0,0,1,1,2,1,0,4,0,4,0,0,5,0,3,19.57251916916351,-99.13555584170135
O-3.6.9,GUSTAVO A MADERO,CUAUTEPEC,0,0,0,0,1,0,0,1,1,1,2,0,5,0,5,0,5,3,0,2,19.57251916916351,-99.13555584170135
O-3.6.9,GUSTAVO A MADERO,CUAUTEPEC,2,1,0,0,0,0,0,0,0,1,4,0,5,0,5,0,4,5,0,0,19.57251916916351,-99.13555584170135
O-3.6.9,GUSTAVO A MADERO,CUAUTEPEC,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,0,1,19.57251916916351,-99.13555584170135
O-3.6.9,GUSTAVO A MADERO,CUAUTEPEC,2,1,0,0,0,0,0,0,0,0,1,0,5,0,5,0,2,5,0,0,19.57251916916351,-99.13555584170135
O-3.6.9,GUSTAVO A MADERO,CUAUTEPEC,2,1,0,0,0,0,0,0,1,3,0,1,13,4,13,4,4,15,0,7,19.57251916916351,-99.13555584170135
O-3.6.9,GUSTAVO A MADERO,CUAUTEPEC,1,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,1,3,0,0,19.57251916916351,-99.13555584170135
O-3.6.9,GUSTAVO A MADERO,CUAUTEPEC,2,0,0,0,1,0,0,1,0,1,1,0,7,0,7,0,5,11,0,1,19.57251916916351,-99.13555584170135
O-3.6.9,GUSTAVO A MADERO,CUAUTEPEC,0,0,0,0,0,0,0,0,0,1,2,0,5,2,5,2,0,4,0,1,19.57251916916351,-99.13555584170135
O-3.6.9,GUSTAVO A MADERO,CUCHILLA,0,4,0,1,0,0,0,0,2,7,0,1,6,0,6,0,1,5,0,2,19.475373277938235,-99.11136503125437
O-3.6.9,GUSTAVO A MADERO,CUCHILLA,0,0,0,0,0,0,1,1,1,2,1,1,5,0,5,0,2,0,0,0,19.475373277938235,-99.11136503125437
O-3.6.9,GUSTAVO A MADERO,CUCHILLA,1,0,0,3,0,0,0,0,0,5,2,0,12,3,12,3,7,6,0,2,19.475373277938235,-99.11136503125437
O-3.6.9,GUSTAVO A MADERO,CUCHILLA,1,1,0,1,1,0,0,0,0,5,3,2,9,1,9,1,1,6,0,1,19.475373277938235,-99.11136503125437
O-3.6.9,GUSTAVO A MADERO,CUCHILLA,0,1,0,0,0,0,0,0,0,4,1,0,8,1,8,1,3,5,0,0,19.475373277938235,-99.11136503125437
O-3.6.9,GUSTAVO A MADERO,CUCHILLA,1,0,0,0,0,0,0,0,0,1,0,0,11,1,11,1,2,12,0,0,19.475373277938235,-99.11136503125437
O-3.6.9,GUSTAVO A MADERO,CUCHILLA,0,2,0,0,0,0,0,1,0,8,2,1,14,1,14,1,1,10,0,3,19.475373277938235,-99.11136503125437
O-3.6.9,GUSTAVO A MADERO,CUCHILLA,3,1,0,0,0,0,0,0,1,11,1,0,13,2,13,2,2,8,0,1,19.475373277938235,-99.11136503125437
O-3.6.9,GUSTAVO A MADERO,LINDAVISTA,4,1,0,0,2,2,1,2,0,7,0,0,10,1,10,1,12,10,0,2,19.491819942122685,-99.15288563325909
O-3.6.9,GUSTAVO A MADERO,LINDAVISTA,0,0,0,1,0,0,0,0,0,3,0,0,7,0,7,0,1,5,0,1,19.491819942122685,-99.15288563325909
O-3.6.9,GUSTAVO A MADERO,LINDAVISTA,0,0,0,0,0,0,0,0,0,2,0,0,2,1,2,1,1,5,0,1,19.491819942122685,-99.15288563325909
O-3.6.9,GUSTAVO A MADERO,LINDAVISTA,0,1,0,3,1,0,0,0,0,9,0,0,2,0,2,0,2,5,0,1,19.491819942122685,-99.15288563325909
O-3.6.9,GUSTAVO A MADERO,LINDAVISTA,1,0,0,6,0,0,0,0,0,1,1,0,14,1,14,1,3,1,0,0,19.491819942122685,-99.15288563325909
O-3.6.9,GUSTAVO A MADERO,LINDAVISTA,3,0,0,0,0,0,0,0,0,3,0,0,4,2,4,2,0,6,0,1,19.491819942122685,-99.15288563325909
O-3.6.9,GUSTAVO A MADERO,LINDAVISTA,5,1,0,0,0,0,0,0,0,3,2,0,12,3,12,3,1,5,0,3,19.491819942122685,-99.15288563325909
O-3.6.9,GUSTAVO A MADERO,LINDAVISTA,0,0,0,1,1,0,0,1,0,3,1,0,3,2,3,2,4,1,0,2,19.491819942122685,-99.15288563325909
O-3.6.9,GUSTAVO A MADERO,LINDAVISTA,1,0,0,0,1,0,0,0,0,2,0,0,11,1,11,1,1,5,0,0,19.491819942122685,-99.15288563325909
O-3.6.9,GUSTAVO A MADERO,LINDAVISTA,0,0,3,28,1,1,0,0,0,1,0,0,22,16,22,16,1,1,0,0,19.491819942122685,-99.15288563325909
O-3.6.9,GUSTAVO A MADERO,LINDAVISTA,0,0,0,1,0,0,1,0,0,0,0,0,7,1,7,1,1,8,0,0,19.491819942122685,-99.15288563325909
O-3.6.9,GUSTAVO A MADERO,LINDAVISTA,0,0,0,0,0,0,0,1,0,0,0,0,6,2,6,2,1,4,0,1,19.491819942122685,-99.15288563325909
O-3.6.9,GUSTAVO A MADERO,LINDAVISTA,0,0,0,0,0,0,0,1,0,1,0,0,6,2,6,2,1,2,0,0,19.491819942122685,-99.15288563325909
O-3.6.9,GUSTAVO A MADERO,LINDAVISTA,0,0,0,0,0,0,0,0,1,2,0,0,7,2,7,2,1,5,0,1,19.491819942122685,-99.15288563325909
O-3.6.9,GUSTAVO A MADERO,LINDAVISTA,0,0,0,7,0,0,0,0,1,3,0,0,4,2,4,2,0,3,0,0,19.491819942122685,-99.15288563325909
O-3.6.9,GUSTAVO A MADERO,LINDAVISTA,0,0,0,3,1,0,0,0,1,8,2,1,29,4,29,4,2,10,0,2,19.491819942122685,-99.15288563325909
O-3.6.9,GUSTAVO A MADERO,LINDAVISTA,1,1,0,2,0,0,1,0,0,4,3,0,15,4,15,4,7,1,0,1,19.491819942122685,-99.15288563325909
O-3.6.9,GUSTAVO A MADERO,PRADERA,0,0,0,0,0,0,0,1,0,2,0,1,8,1,8,1,3,13,0,3,19.478834648979475,-99.09783184721178
O-3.6.9,GUSTAVO A MADERO,PRADERA,1,2,0,0,0,0,0,0,0,1,0,0,14,0,14,0,1,7,0,1,19.478834648979475,-99.09783184721178
O-3.6.9,GUSTAVO A MADERO,PRADERA,1,0,0,0,0,0,1,1,0,6,1,1,11,0,11,0,3,17,0,2,19.478834648979475,-99.09783184721178
O-3.6.9,GUSTAVO A MADERO,PRADERA,0,1,0,0,1,0,0,0,1,1,3,0,5,0,5,0,2,2,0,4,19.478834648979475,-99.09783184721178
O-3.6.9,GUSTAVO A MADERO,PRADERA,1,1,0,0,0,0,0,0,0,2,8,0,8,1,8,1,5,8,0,2,19.478834648979475,-99.09783184721178
O-3.6.9,GUSTAVO A MADERO,PRADERA,3,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,1,3,0,0,19.478834648979475,-99.09783184721178
O-3.6.9,GUSTAVO A MADERO,PRADERA,5,3,0,0,0,0,0,2,0,0,6,0,18,1,18,1,8,10,0,3,19.478834648979475,-99.09783184721178
O-3.6.9,GUSTAVO A MADERO,PRADERA,5,0,0,0,1,0,1,2,0,4,1,0,10,3,10,3,12,13,0,3,19.478834648979475,-99.09783184721178
O-3.6.9,GUSTAVO A MADERO,PRADERA,1,1,0,0,1,0,0,0,1,6,5,0,22,0,22,0,2,14,0,5,19.478834648979475,-99.09783184721178
O-3.6.9,GUSTAVO A MADERO,PRADERA,2,1,0,0,0,0,0,0,1,5,3,0,15,1,15,1,3,15,0,4,19.478834648979475,-99.09783184721178
O-3.6.9,GUSTAVO A MADERO,PRADERA,0,2,0,0,0,0,0,1,1,11,3,0,23,6,23,6,2,9,0,2,19.478834648979475,-99.09783184721178
O-3.6.9,GUSTAVO A MADERO,QUIROGA,0,1,0,0,2,0,0,0,0,5,1,0,3,1,3,1,0,7,0,0,19.512845131680972,-99.09641227307603
O-3.6.9,GUSTAVO A MADERO,QUIROGA,2,0,0,0,2,3,1,1,0,2,2,1,20,2,20,2,3,4,0,2,19.512845131680972,-99.09641227307603
O-3.6.9,GUSTAVO A MADERO,QUIROGA,0,0,0,0,0,0,0,0,0,6,2,0,9,0,9,0,2,7,0,0,19.512845131680972,-99.09641227307603
O-3.6.9,GUSTAVO A MADERO,QUIROGA,3,0,0,0,3,0,0,1,0,6,5,0,10,0,10,0,3,1,0,2,19.512845131680972,-99.09641227307603
O-3.6.9,GUSTAVO A MADERO,QUIROGA,1,1,0,0,1,0,0,0,0,2,3,1,14,1,14,1,0,6,0,6,19.512845131680972,-99.09641227307603
O-3.6.9,GUSTAVO A MADERO,QUIROGA,1,1,0,0,1,0,1,0,1,5,1,1,10,3,10,3,3,6,0,4,19.512845131680972,-99.09641227307603
O-3.6.9,GUSTAVO A MADERO,QUIROGA,7,0,0,4,7,1,1,1,0,3,6,0,26,1,26,1,4,8,0,5,19.512845131680972,-99.09641227307603
O-3.6.9,GUSTAVO A MADERO,QUIROGA,0,2,0,0,0,0,0,0,1,2,1,1,21,8,21,8,1,3,0,0,19.512845131680972,-99.09641227307603
O-3.6.9,GUSTAVO A MADERO,QUIROGA,3,0,0,1,4,0,1,0,0,3,1,0,30,7,30,7,4,7,0,2,19.512845131680972,-99.09641227307603
O-3.6.9,GUSTAVO A MADERO,QUIROGA,0,0,0,0,1,0,0,0,0,6,0,0,5,1,5,1,3,1,0,2,19.512845131680972,-99.09641227307603
O-3.6.9,GUSTAVO A MADERO,TEPEYAC,0,0,0,3,1,0,0,0,2,1,3,0,17,8,17,8,1,12,0,3,19.47917145380869,-99.11931995758101
O-3.6.9,GUSTAVO A MADERO,TEPEYAC,0,0,0,4,0,1,0,0,3,2,2,0,13,2,13,2,1,5,0,1,19.47917145380869,-99.11931995758101
O-3.6.9,GUSTAVO A MADERO,TEPEYAC,0,0,0,0,0,0,0,1,0,13,0,0,15,2,15,2,0,8,0,1,19.47917145380869,-99.11931995758101
