CUADRANTE,MUNICIPIO,SECTOR,HOMICIDIO DOLOSO,LESIONES POR ARMA DE FUEGO,ROBO A BORDO DE METRO C.V.,ROBO A BORDO DE METRO S.V.,ROBO A BORDO DE MICROBUS C.V.,ROBO A BORDO DE MICROBUS S.V.,ROBO A BORDO DE TAXI C.V.,ROBO A CASA HABITACION C.V.,ROBO A CUENTAHABIENTE C.V.,ROBO A NEGOCIO C.V.,ROBO A REPARTIDOR C.V.,ROBO A REPARTIDOR S.V.,ROBO A TRANSEUNTE C.V.,ROBO A TRANSEUNTE S.V.,ROBO A TRANSPORTISTA C.V.,ROBO A TRANSPORTISTA S.V.,ROBO DE VEHICULO AUTOMOTOR C.V.,ROBO DE VEHICULO AUTOMOTOR S.V.,SECUESTRO,VIOLACION,LATITUDE,LONGITUDE
O-3.6.9,IZTAPALAPA,QUETZAL,1,1,0,0,1,0,0,0,0,1,2,0,10,1,10,1,5,6,0,2,19.325297990390105,-99.04460274158326
O-3.6.9,IZTAPALAPA,QUETZAL,0,3,0,0,4,2,0,2,0,4,1,0,20,2,20,2,3,12,0,2,19.325297990390105,-99.04460274158326
O-3.6.9,IZTAPALAPA,QUETZAL,1,0,0,1,0,1,0,0,0,3,1,0,7,2,7,2,3,2,0,0,19.325297990390105,-99.04460274158326
O-3.6.9,IZTAPALAPA,QUETZAL,2,3,0,0,5,1,0,1,0,2,17,1,40,1,40,1,15,18,0,4,19.325297990390105,-99.04460274158326
O-3.6.9,IZTAPALAPA,SANTA CRUZ,3,1,0,0,10,0,2,2,1,5,15,2,34,7,34,7,9,11,0,4,19.373125347343052,-99.03998553526174
O-3.6.9,IZTAPALAPA,SANTA CRUZ,2,0,0,0,6,0,0,1,0,8,7,1,33,4,33,4,11,17,0,2,19.373125347343052,-99.03998553526174
O-3.6.9,IZTAPALAPA,SANTA CRUZ,2,1,0,0,0,0,0,0,0,1,7,1,7,3,7,3,4,7,0,1,19.373125347343052,-99.03998553526174
O-3.6.9,IZTAPALAPA,SANTA CRUZ,1,3,0,0,0,0,0,0,0,3,6,1,9,0,9,0,4,12,0,2,19.373125347343052,-99.03998553526174
O-3.6.9,IZTAPALAPA,SANTA CRUZ,1,0,0,0,0,0,0,0,0,1,2,1,5,0,5,0,0,4,0,1,19.373125347343052,-99.03998553526174
O-3.6.9,IZTAPALAPA,SANTA CRUZ,3,1,0,0,0,0,1,0,0,2,2,0,3,0,3,0,3,3,0,2,19.373125347343052,-99.03998553526174
O-3.6.9,IZTAPALAPA,SANTA CRUZ,2,0,0,0,1,0,0,0,0,7,10,2,15,2,15,2,3,5,0,5,19.373125347343052,-99.03998553526174
O-3.6.9,IZTAPALAPA,SANTA CRUZ,0,0,0,0,1,0,2,0,0,2,1,0,7,0,7,0,1,2,0,1,19.373125347343052,-99.03998553526174
O-3.6.9,IZTAPALAPA,SANTA CRUZ,1,3,0,0,1,0,0,0,1,10,0,0,4,1,4,1,3,4,0,1,19.373125347343052,-99.03998553526174
O-3.6.9,IZTAPALAPA,SANTA CRUZ,1,0,0,0,4,0,0,0,0,4,1,0,12,0,12,0,4,8,0,1,19.373125347343052,-99.03998553526174
O-3.6.9,IZTAPALAPA,SANTA CRUZ,1,0,0,0,0,0,1,2,1,6,1,0,12,1,12,1,3,8,0,1,19.373125347343052,-99.03998553526174
O-3.6.9,IZTAPALAPA,SANTA CRUZ,0,0,0,0,1,0,0,0,0,1,1,0,6,1,6,1,2,5,0,3,19.373125347343052,-99.03998553526174
O-3.6.9,IZTAPALAPA,SANTA CRUZ,0,2,0,0,0,1,0,0,0,0,2,0,6,2,6,2,3,5,0,0,19.373125347343052,-99.03998553526174
O-3.6.9,IZTAPALAPA,SANTA CRUZ,1,0,0,0,3,1,0,1,0,5,1,0,18,2,18,2,1,10,0,0,19.373125347343052,-99.03998553526174
O-3.6.9,IZTAPALAPA,TEOTONGO,1,0,0,0,2,0,0,0,0,3,1,0,16,3,16,3,3,4,0,1,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,2,1,0,0,3,0,0,0,0,1,4,1,6,1,6,1,3,6,0,3,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,0,2,0,0,0,0,0,2,0,2,0,0,14,2,14,2,3,7,0,4,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,1,1,0,0,5,0,0,0,0,0,2,0,3,0,3,0,4,7,0,1,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,1,0,0,0,0,0,0,1,0,1,2,0,7,1,7,1,4,6,0,2,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,0,0,0,0,0,0,0,1,0,1,0,0,4,1,4,1,2,3,0,4,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,1,0,0,0,1,0,0,1,0,1,2,1,9,0,9,0,3,4,0,4,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,1,0,0,0,3,0,0,0,0,2,1,0,15,2,15,2,5,11,0,4,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,0,2,1,1,13,2,0,0,0,4,3,0,24,1,24,1,6,12,0,2,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,1,0,0,0,3,0,0,1,0,5,1,0,20,3,20,3,2,10,0,1,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,0,0,0,0,1,0,0,1,0,1,2,0,10,2,10,2,3,5,0,4,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,1,1,0,0,1,0,0,1,0,2,0,0,6,0,6,0,10,5,0,4,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,1,1,0,0,0,0,0,1,0,12,3,0,25,0,25,0,4,14,0,5,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,3,2,0,0,1,0,0,2,0,4,3,1,19,3,19,3,4,14,0,2,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,1,0,0,0,0,0,0,0,0,7,3,0,11,2,11,2,2,5,0,6,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,1,1,0,0,0,0,0,1,0,2,2,0,12,0,12,0,1,4,0,1,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEZONCO,0,1,0,18,4,3,0,0,2,10,3,1,27,7,27,7,10,11,0,4,19.32010034772889,-99.08405531759685
O-3.6.9,IZTAPALAPA,TEZONCO,1,1,0,0,0,1,0,4,0,8,5,0,25,1,25,1,6,19,0,3,19.32010034772889,-99.08405531759685
O-3.6.9,IZTAPALAPA,TEZONCO,1,1,0,0,0,1,0,0,0,1,4,0,13,2,13,2,0,8,1,1,19.32010034772889,-99.08405531759685
O-3.6.9,IZTAPALAPA,TEZONCO,3,1,0,0,5,3,0,3,1,3,12,1,20,6,20,6,3,15,0,4,19.32010034772889,-99.08405531759685
O-3.6.9,IZTAPALAPA,TEZONCO,1,0,0,0,5,2,0,0,0,6,0,0,9,0,9,0,2,13,0,2,19.32010034772889,-99.08405531759685
O-3.6.9,IZTAPALAPA,TEZONCO,3,3,0,0,3,0,0,3,0,16,9,1,19,3,19,3,4,7,0,3,19.32010034772889,-99.08405531759685
O-3.6.9,IZTAPALAPA,TEZONCO,6,0,0,0,0,0,0,0,0,4,0,1,17,2,17,2,3,6,0,4,19.32010034772889,-99.08405531759685
O-3.6.9,IZTAPALAPA,TEZONCO,1,0,0,0,0,1,0,1,0,8,6,0,11,2,11,2,3,11,0,5,19.32010034772889,-99.08405531759685
O-3.6.9,IZTAPALAPA,TEZONCO,4,5,0,0,6,6,0,3,1,8,16,3,32,5,32,5,8,11,0,13,19.32010034772889,-99.08405531759685
O-3.6.9,IZTAPALAPA,TEZONCO,3,0,0,0,5,2,1,2,3,5,2,0,41,7,41,7,3,15,0,4,19.32010034772889,-99.08405531759685
O-3.6.9,IZTAPALAPA,TEZONCO,2,1,0,0,1,0,0,2,1,1,6,1,23,4,23,4,3,16,0,8,19.32010034772889,-99.08405531759685
O-3.6.9,MAGDALENA CONTRERAS,DINAMO,1,1,0,0,0,3,1,1,0,7,0,0,4,2,4,2,2,7,0,1,19.294126610284515,-99.24076216635912
O-3.6.9,MAGDALENA CONTRERAS,DINAMO,0,2,0,0,0,0,1,0,0,3,2,0,10,2,10,2,2,3,0,1,19.294126610284515,-99.24076216635912
O-3.6.9,MAGDALENA CONTRERAS,DINAMO,2,0,0,0,0,0,1,0,0,1,1,1,7,2,7,2,2,7,0,5,19.294126610284515,-99.24076216635912
O-3.6.9,MAGDALENA CONTRERAS,DINAMO,1,2,0,0,0,0,0,0,1,1,1,1,7,1,7,1,3,5,0,3,19.294126610284515,-99.24076216635912
O-3.6.9,MAGDALENA CONTRERAS,DINAMO,1,2,0,0,0,1,0,1,0,2,1,0,7,2,7,2,1,6,0,8,19.294126610284515,-99.24076216635912
O-3.6.9,MAGDALENA CONTRERAS,DINAMO,0,0,0,0,0,0,1,1,0,1,2,0,5,0,5,0,3,1,0,2,19.294126610284515,-99.24076216635912
O-3.6.9,MAGDALENA CONTRERAS,SAN JERONIMO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,19.326858623824936,-99.22387834715877
O-3.6.9,MAGDALENA CONTRERAS,SAN JERONIMO,2,1,0,0,0,1,0,0,0,3,0,0,5,1,5,1,0,7,0,1,19.326858623824936,-99.22387834715877
O-3.6.9,MAGDALENA CONTRERAS,SAN JERONIMO,1,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,1,2,0,3,19.326858623824936,-99.22387834715877
O-3.6.9,MAGDALENA CONTRERAS,SAN JERONIMO,2,1,0,0,0,0,0,0,0,5,1,0,6,0,6,0,4,1,0,1,19.326858623824936,-99.22387834715877
O-3.6.9,MAGDALENA CONTRERAS,SAN JERONIMO,2,0,0,0,1,0,0,1,0,1,0,0,4,0,4,0,0,1,0,0,19.326858623824936,-99.22387834715877
O-3.6.9,MAGDALENA CONTRERAS,SAN JERONIMO,0,0,0,0,0,0,0,0,0,2,0,0,3,0,3,0,0,6,0,1,19.326858623824936,-99.22387834715877
O-3.6.9,MAGDALENA CONTRERAS,SAN JERONIMO,0,0,0,0,0,2,1,0,0,1,0,0,2,2,2,2,1,0,0,0,19.326858623824936,-99.22387834715877
O-3.6.9,MAGDALENA CONTRERAS,SAN JERONIMO,0,0,0,0,0,0,1,0,0,0,0,0,4,0,4,0,1,2,0,0,19.326858623824936,-99.22387834715877
O-3.6.9,MAGDALENA CONTRERAS,SAN JERONIMO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,19.326858623824936,-99.22387834715877
O-3.6.9,MAGDALENA CONTRERAS,SAN JERONIMO,1,0,0,0,1,0,1,1,0,2,1,0,6,1,6,1,1,4,0,2,19.326858623824936,-99.22387834715877
O-3.6.9,MAGDALENA CONTRERAS,SAN JERONIMO,1,0,0,0,0,0,0,0,0,0,1,1,9,2,9,2,2,2,0,3,19.326858623824936,-99.22387834715877
O-3.6.9,MAGDALENA CONTRERAS,SAN JERONIMO,0,0,0,0,0,0,0,1,0,6,2,0,12,2,12,2,4,9,0,2,19.326858623824936,-99.22387834715877
O-3.6.9,MAGDALENA CONTRERAS,SAN JERONIMO,1,1,0,0,0,0,0,3,0,3,2,0,9,1,9,1,5,6,0,5,19.326858623824936,-99.22387834715877
O-3.6.9,MIGUEL HIDALGO,CHAPULTEPEC,0,0,0,0,0,0,1,0,1,0,0,0,6,3,6,3,0,3,0,3,19.430613169399482,-99.20959662167903
O-3.6.9,MIGUEL HIDALGO,CHAPULTEPEC,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,19.430613169399482,-99.20959662167903
O-3.6.9,MIGUEL HIDALGO,CHAPULTEPEC,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,19.430613169399482,-99.20959662167903
O-3.6.9,MIGUEL HIDALGO,CHAPULTEPEC,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,0,1,19.430613169399482,-99.20959662167903
O-3.6.9,MIGUEL HIDALGO,CHAPULTEPEC,0,0,0,0,0,2,1,0,1,0,0,0,1,1,1,1,0,0,0,0,19.430613169399482,-99.20959662167903
O-3.6.9,MIGUEL HIDALGO,CHAPULTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,1,0,0,19.430613169399482,-99.20959662167903
O-3.6.9,MIGUEL HIDALGO,CHAPULTEPEC,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,19.430613169399482,-99.20959662167903
O-3.6.9,MIGUEL HIDALGO,CHAPULTEPEC,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,19.430613169399482,-99.20959662167903
O-3.6.9,MIGUEL HIDALGO,CHAPULTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.430613169399482,-99.20959662167903
O-3.6.9,MIGUEL HIDALGO,CHAPULTEPEC,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,19.430613169399482,-99.20959662167903
O-3.6.9,MIGUEL HIDALGO,CHAPULTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,19.430613169399482,-99.20959662167903
O-3.6.9,MIGUEL HIDALGO,CHAPULTEPEC,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,19.430613169399482,-99.20959662167903
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,0,0,0,1,0,0,0,1,1,0,0,2,0,2,0,1,5,0,1,19.437594739759422,-99.21370765907115
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,1,0,0,19.437594739759422,-99.21370765907115
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,2,0,1,0,0,19.437594739759422,-99.21370765907115
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,0,0,6,0,0,0,0,1,1,0,0,8,3,8,3,0,4,0,2,19.437594739759422,-99.21370765907115
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,1,0,1,0,0,19.437594739759422,-99.21370765907115
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,0,0,0,1,0,0,0,0,0,1,0,3,2,3,2,0,0,0,1,19.437594739759422,-99.21370765907115
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,19.437594739759422,-99.21370765907115
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,0,0,0,0,0,0,1,0,1,0,1,2,2,2,2,0,2,0,1,19.437594739759422,-99.21370765907115
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,0,0,0,0,0,1,0,0,2,0,0,8,0,8,0,0,1,0,0,19.437594739759422,-99.21370765907115
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,0,1,4,0,0,0,0,1,0,0,0,7,3,7,3,0,5,0,0,19.437594739759422,-99.21370765907115
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,6,0,1,19.437594739759422,-99.21370765907115
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,0,0,3,0,0,19.437594739759422,-99.21370765907115
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,0,0,0,0,0,0,0,0,5,0,1,4,1,4,1,0,0,0,0,19.437594739759422,-99.21370765907115
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,2,19.437594739759422,-99.21370765907115
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,19.437594739759422,-99.21370765907115
O-3.6.9,MIGUEL HIDALGO,SOTELO,2,0,0,0,0,0,0,0,2,8,0,0,12,3,12,3,1,6,1,0,19.456414239835766,-99.21507014261645
O-3.6.9,MIGUEL HIDALGO,SOTELO,0,0,0,0,0,1,0,0,0,1,1,0,3,4,3,4,0,6,0,0,19.456414239835766,-99.21507014261645
O-3.6.9,MIGUEL HIDALGO,SOTELO,0,0,0,0,3,0,2,0,0,2,0,0,4,4,4,4,0,0,0,0,19.456414239835766,-99.21507014261645
O-3.6.9,MIGUEL HIDALGO,SOTELO,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0,2,0,0,19.456414239835766,-99.21507014261645
O-3.6.9,MIGUEL HIDALGO,SOTELO,0,0,0,0,0,0,0,0,0,2,1,1,16,1,16,1,0,4,0,3,19.456414239835766,-99.21507014261645
O-3.6.9,MIGUEL HIDALGO,SOTELO,4,1,0,0,0,0,1,2,0,10,8,0,23,4,23,4,1,4,0,3,19.456414239835766,-99.21507014261645
O-3.6.9,MIGUEL HIDALGO,SOTELO,0,0,0,0,0,1,0,1,0,2,0,2,5,3,5,3,0,5,0,1,19.456414239835766,-99.21507014261645
O-3.6.9,MIGUEL HIDALGO,SOTELO,0,0,0,0,1,0,0,0,0,0,1,1,5,2,5,2,0,4,0,0,19.456414239835766,-99.21507014261645
O-3.6.9,MIGUEL HIDALGO,SOTELO,0,0,0,0,0,0,0,0,0,0,0,1,6,3,6,3,0,2,0,0,19.456414239835766,-99.21507014261645
O-3.6.9,MIGUEL HIDALGO,TACUBA,2,1,1,5,0,0,1,1,0,3,2,0,18,1,18,1,1,2,0,0,19.462600214767008,-99.19041237995364
O-3.6.9,MIGUEL HIDALGO,TACUBA,1,0,0,0,0,0,0,1,0,6,5,0,20,2,20,2,0,2,0,0,19.462600214767008,-99.19041237995364
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,0,0,4,0,0,0,0,0,6,2,1,22,1,22,1,0,3,0,1,19.462600214767008,-99.19041237995364
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,0,0,0,0,0,1,0,0,7,1,0,22,1,22,1,1,4,0,1,19.462600214767008,-99.19041237995364
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,2,0,2,0,0,0,0,0,1,1,0,14,1,14,1,0,2,0,1,19.462600214767008,-99.19041237995364
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,0,0,2,0,0,0,0,0,2,0,0,9,2,9,2,0,0,0,1,19.462600214767008,-99.19041237995364
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,1,0,1,0,0,0,0,1,2,2,3,16,4,16,4,2,3,0,2,19.462600214767008,-99.19041237995364
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,0,0,0,1,0,3,0,2,5,1,0,20,4,20,4,2,8,0,2,19.462600214767008,-99.19041237995364
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,0,0,0,1,0,1,0,0,4,2,0,8,0,8,0,1,6,0,0,19.462600214767008,-99.19041237995364
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,0,0,4,0,0,1,1,0,2,1,0,9,0,9,0,0,0,0,1,19.462600214767008,-99.19041237995364
O-3.6.9,MIGUEL HIDALGO,TACUBA,2,2,0,0,2,1,0,0,0,4,1,1,12,3,12,3,3,4,0,3,19.462600214767008,-99.19041237995364
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,1,0,0,0,0,0,2,0,4,2,0,23,1,23,1,2,2,0,0,19.462600214767008,-99.19041237995364
O-3.6.9,MIGUEL HIDALGO,TACUBA,2,0,0,1,0,0,1,0,0,4,3,0,21,1,21,1,1,2,0,4,19.462600214767008,-99.19041237995364
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,0,0,0,0,0,1,0,0,4,0,0,10,4,10,4,2,5,0,0,19.462600214767008,-99.19041237995364
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,1,0,0,0,0,0,2,0,3,1,0,14,3,14,3,0,3,0,1,19.462600214767008,-99.19041237995364
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,0,0,0,1,0,0,1,1,2,1,0,12,0,12,0,3,4,0,3,19.462600214767008,-99.19041237995364
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,1,0,0,1,1,0,0,0,4,4,0,17,5,17,5,0,5,0,2,19.462600214767008,-99.19041237995364
O-3.6.9,MIGUEL HIDALGO,TACUBA,1,0,0,0,1,2,0,1,3,6,2,0,14,3,14,3,1,1,0,0,19.462600214767008,-99.19041237995364
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,1,2,19,0,0,1,1,0,15,1,1,49,13,49,13,1,4,0,2,19.462600214767008,-99.19041237995364
O-3.6.9,MIGUEL HIDALGO,TACUBA,1,1,0,3,0,0,1,0,0,4,3,0,19,3,19,3,0,1,0,1,19.462600214767008,-99.19041237995364
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,0,0,0,0,0,0,0,0,2,2,0,9,2,9,2,0,0,0,0,19.462600214767008,-99.19041237995364
O-3.6.9,MIGUEL HIDALGO,TACUBAYA,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,19.410741132686752,-99.19389618024594
O-3.6.9,MIGUEL HIDALGO,TACUBAYA,1,0,0,0,0,0,0,1,0,2,0,1,12,1,12,1,1,8,0,1,19.410741132686752,-99.19389618024594
O-3.6.9,MIGUEL HIDALGO,TACUBAYA,0,0,0,0,0,0,0,0,0,1,0,0,6,0,6,0,0,4,0,0,19.410741132686752,-99.19389618024594
O-3.6.9,MIGUEL HIDALGO,TACUBAYA,0,0,0,0,0,0,0,0,0,2,1,0,6,1,6,1,0,13,0,3,19.410741132686752,-99.19389618024594
O-3.6.9,MIGUEL HIDALGO,TACUBAYA,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,2,1,2,0,0,19.410741132686752,-99.19389618024594
O-3.6.9,MIGUEL HIDALGO,TACUBAYA,2,0,0,0,0,0,1,0,1,4,3,1,17,0,17,0,1,2,0,0,19.410741132686752,-99.19389618024594
O-3.6.9,MIGUEL HIDALGO,TACUBAYA,0,0,0,0,0,0,0,3,0,0,3,0,13,0,13,0,1,3,0,1,19.410741132686752,-99.19389618024594
O-3.6.9,MIGUEL HIDALGO,TACUBAYA,0,1,0,0,1,1,0,0,0,4,0,0,12,0,12,0,1,0,0,1,19.410741132686752,-99.19389618024594
O-3.6.9,MIGUEL HIDALGO,TACUBAYA,0,0,0,3,0,0,0,0,0,0,0,0,10,3,10,3,1,6,0,0,19.410741132686752,-99.19389618024594
O-3.6.9,MIGUEL HIDALGO,TACUBAYA,0,0,0,1,0,0,2,0,0,1,0,0,6,1,6,1,1,8,0,0,19.410741132686752,-99.19389618024594
O-3.6.9,MIGUEL HIDALGO,TACUBAYA,0,0,0,1,0,0,0,0,1,2,0,0,7,1,7,1,0,1,0,0,19.410741132686752,-99.19389618024594
O-3.6.9,MIGUEL HIDALGO,TACUBAYA,0,0,1,27,0,3,0,0,3,6,4,0,52,16,52,16,2,7,0,5,19.410741132686752,-99.19389618024594
O-3.6.9,MILPA ALTA,MILPA ALTA,3,1,0,0,2,0,0,2,1,2,0,2,11,5,11,5,7,14,0,9,19.195429551459167,-99.10503987617835
O-3.6.9,MILPA ALTA,MILPA ALTA,2,0,0,0,1,0,0,0,0,2,0,0,2,1,2,1,2,2,0,6,19.195429551459167,-99.10503987617835
O-3.6.9,MILPA ALTA,MILPA ALTA,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,7,2,0,6,19.195429551459167,-99.10503987617835
O-3.6.9,MILPA ALTA,MILPA ALTA,2,1,0,0,0,0,0,0,0,1,0,0,2,1,2,1,2,0,0,2,19.195429551459167,-99.10503987617835
O-3.6.9,MILPA ALTA,MILPA ALTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.195429551459167,-99.10503987617835
O-3.6.9,MILPA ALTA,TECOMITL,0,0,0,0,0,1,0,0,0,0,0,0,6,2,6,2,1,3,0,0,19.191685780500638,-98.99657527238968
O-3.6.9,MILPA ALTA,TECOMITL,1,1,0,0,0,1,0,0,0,0,1,0,9,5,9,5,0,2,0,1,19.191685780500638,-98.99657527238968
